赤蜻蛉,1285,1285,0,名詞,一般,*,*,*,*,赤蜻蛉,*,*
赤螺,1285,1285,0,名詞,一般,*,*,*,*,赤螺,*,*
茜,1285,1285,0,名詞,一般,*,*,*,*,茜,*,*
赤鼠,1285,1285,0,名詞,一般,*,*,*,*,赤鼠,*,*
茜蜻蛉,1285,1285,0,名詞,一般,*,*,*,*,茜蜻蛉,*,*
朱嘴鸛,1285,1285,0,名詞,一般,*,*,*,*,朱嘴鸛,*,*
赤羽太,1285,1285,0,名詞,一般,*,*,*,*,赤羽太,*,*
赤腹,1285,1285,0,名詞,一般,*,*,*,*,赤腹,*,*
赤髭,1285,1285,0,名詞,一般,*,*,*,*,赤髭,*,*
赤海星,1285,1285,0,名詞,一般,*,*,*,*,赤海星,*,*
赤遍羅,1285,1285,0,名詞,一般,*,*,*,*,赤遍羅,*,*
赤坊鯨,1285,1285,0,名詞,一般,*,*,*,*,赤坊鯨,*,*
あかぼうふら,1285,1285,0,名詞,一般,*,*,*,*,あかぼうふら,*,*
赤斑蚊,1285,1285,0,名詞,一般,*,*,*,*,赤斑蚊,*,*
赤翻車魚,1285,1285,0,名詞,一般,*,*,*,*,赤翻車魚,*,*
赤耳亀,1285,1285,0,名詞,一般,*,*,*,*,赤耳亀,*,*
赤虫,1285,1285,0,名詞,一般,*,*,*,*,赤虫,*,*
あかむつ,1285,1285,0,名詞,一般,*,*,*,*,あかむつ,*,*
赤目,1285,1285,0,名詞,一般,*,*,*,*,赤目,*,*
赤目河豚,1285,1285,0,名詞,一般,*,*,*,*,赤目河豚,*,*
赤鵙,1285,1285,0,名詞,一般,*,*,*,*,赤鵙,*,*
赤矢柄,1285,1285,0,名詞,一般,*,*,*,*,赤矢柄,*,*
赤山蟻,1285,1285,0,名詞,一般,*,*,*,*,赤山蟻,*,*
秋茜,1285,1285,0,名詞,一般,*,*,*,*,秋茜,*,*
秋津,1285,1285,0,名詞,一般,*,*,*,*,秋津,*,*
秋田犬,1285,1285,0,名詞,一般,*,*,*,*,秋田犬,*,*
秋田貝,1285,1285,0,名詞,一般,*,*,*,*,秋田貝,*,*
秋津,1285,1285,0,名詞,一般,*,*,*,*,秋津,*,*
蜻蛉羽,1285,1285,0,名詞,一般,*,*,*,*,蜻蛉羽,*,*
秋窓蛍,1285,1285,0,名詞,一般,*,*,*,*,秋窓蛍,*,*
悪鬼貝,1285,1285,0,名詞,一般,*,*,*,*,悪鬼貝,*,*
あぐう,1285,1285,0,名詞,一般,*,*,*,*,あぐう,*,*
通草木の葉,1285,1285,0,名詞,一般,*,*,*,*,通草木の葉,*,*
揚羽,1285,1285,0,名詞,一般,*,*,*,*,揚羽,*,*
揚羽蝶,1285,1285,0,名詞,一般,*,*,*,*,揚羽蝶,*,*
揚羽の蝶,1285,1285,0,名詞,一般,*,*,*,*,揚羽の蝶,*,*
擬鳳蝶蛾,1285,1285,0,名詞,一般,*,*,*,*,擬鳳蝶蛾,*,*
揚巻,1285,1285,0,名詞,一般,*,*,*,*,揚巻,*,*
揚巻貝,1285,1285,0,名詞,一般,*,*,*,*,揚巻貝,*,*
赤魚,1285,1285,0,名詞,一般,*,*,*,*,赤魚,*,*
赤魚鯛,1285,1285,0,名詞,一般,*,*,*,*,赤魚鯛,*,*
阿古屋貝,1285,1285,0,名詞,一般,*,*,*,*,阿古屋貝,*,*
あご,1285,1285,0,名詞,一般,*,*,*,*,あご,*,*
顎沙魚,1285,1285,0,名詞,一般,*,*,*,*,顎沙魚,*,*
朝顔,1285,1285,0,名詞,一般,*,*,*,*,朝顔,*,*
朝顔貝,1285,1285,0,名詞,一般,*,*,*,*,朝顔貝,*,*
浅黄斑蝶,1285,1285,0,名詞,一般,*,*,*,*,浅黄斑蝶,*,*
浅羽鳥,1285,1285,0,名詞,一般,*,*,*,*,浅羽鳥,*,*
浅場,1285,1285,0,名詞,一般,*,*,*,*,浅場,*,*
旭蟹,1285,1285,0,名詞,一般,*,*,*,*,旭蟹,*,*
旭豹紋蝶,1285,1285,0,名詞,一般,*,*,*,*,旭豹紋蝶,*,*
浅蜊,1285,1285,0,名詞,一般,*,*,*,*,浅蜊,*,*
薊馬,1285,1285,0,名詞,一般,*,*,*,*,薊馬,*,*
海豹,1285,1285,0,名詞,一般,*,*,*,*,海豹,*,*
海驢,1285,1285,0,名詞,一般,*,*,*,*,海驢,*,*
葦鴨,1285,1285,0,名詞,一般,*,*,*,*,葦鴨,*,*
葦五位,1285,1285,0,名詞,一般,*,*,*,*,葦五位,*,*
葦田鶴,1285,1285,0,名詞,一般,*,*,*,*,葦田鶴,*,*
足高蜘蛛,1285,1285,0,名詞,一般,*,*,*,*,足高蜘蛛,*,*
足長蜘蛛,1285,1285,0,名詞,一般,*,*,*,*,足長蜘蛛,*,*
足長蜂,1285,1285,0,名詞,一般,*,*,*,*,足長蜂,*,*
足無井守,1285,1285,0,名詞,一般,*,*,*,*,足無井守,*,*
足無蜥蜴,1285,1285,0,名詞,一般,*,*,*,*,足無蜥蜴,*,*
葦原蟹,1285,1285,0,名詞,一般,*,*,*,*,葦原蟹,*,*
あじ,1285,1285,0,名詞,一般,*,*,*,*,あじ,*,*
鰺,1285,1285,0,名詞,一般,*,*,*,*,鰺,*,*
アジア水牛,1285,1285,0,名詞,一般,*,*,*,*,アジア水牛,*,*
アジア象,1285,1285,0,名詞,一般,*,*,*,*,アジア象,*,*
あじがも,1285,1285,0,名詞,一般,*,*,*,*,あじがも,*,*
鰺刺,1285,1285,0,名詞,一般,*,*,*,*,鰺刺,*,*
小豆洗い,1285,1285,0,名詞,一般,*,*,*,*,小豆洗い,*,*
小豆象虫,1285,1285,0,名詞,一般,*,*,*,*,小豆象虫,*,*
小豆虫,1285,1285,0,名詞,一般,*,*,*,*,小豆虫,*,*
東錦,1285,1285,0,名詞,一般,*,*,*,*,東錦,*,*
東錦貝,1285,1285,0,名詞,一般,*,*,*,*,東錦貝,*,*
頭虱,1285,1285,0,名詞,一般,*,*,*,*,頭虱,*,*
悪鬼貝,1285,1285,0,名詞,一般,*,*,*,*,悪鬼貝,*,*
アデリーペンギン,1285,1285,0,名詞,一般,*,*,*,*,アデリーペンギン,*,*
後退り,1285,1285,0,名詞,一般,*,*,*,*,後退り,*,*
アトランティックサーモン,1285,1285,0,名詞,一般,*,*,*,*,アトランティックサーモン,*,*
花鶏,1285,1285,0,名詞,一般,*,*,*,*,花鶏,*,*
穴兎,1285,1285,0,名詞,一般,*,*,*,*,穴兎,*,*
穴熊,1285,1285,0,名詞,一般,*,*,*,*,穴熊,*,*
穴蜘蛛,1285,1285,0,名詞,一般,*,*,*,*,穴蜘蛛,*,*
アナコンダ,1285,1285,0,名詞,一般,*,*,*,*,アナコンダ,*,*
穴子,1285,1285,0,名詞,一般,*,*,*,*,穴子,*,*
穴燕,1285,1285,0,名詞,一般,*,*,*,*,穴燕,*,*
穴蜂,1285,1285,0,名詞,一般,*,*,*,*,穴蜂,*,*
穴掘り,1285,1285,0,名詞,一般,*,*,*,*,穴掘り,*,*
アニサキス,1285,1285,0,名詞,一般,*,*,*,*,アニサキス,*,*
姉羽鶴,1285,1285,0,名詞,一般,*,*,*,*,姉羽鶴,*,*
アノア,1285,1285,0,名詞,一般,*,*,*,*,アノア,*,*
アノフェレス,1285,1285,0,名詞,一般,*,*,*,*,アノフェレス,*,*
アノール,1285,1285,0,名詞,一般,*,*,*,*,アノール,*,*
家鴨,1285,1285,0,名詞,一般,*,*,*,*,家鴨,*,*
阿比,1285,1285,0,名詞,一般,*,*,*,*,阿比,*,*
アビシニアン,1285,1285,0,名詞,一般,*,*,*,*,アビシニアン,*,*
アフガンハウンド,1285,1285,0,名詞,一般,*,*,*,*,アフガンハウンド,*,*
アフリカ象,1285,1285,0,名詞,一般,*,*,*,*,アフリカ象,*,*
アフリカ舞舞,1285,1285,0,名詞,一般,*,*,*,*,アフリカ舞舞,*,*
虻,1285,1285,0,名詞,一般,*,*,*,*,虻,*,*
油子,1285,1285,0,名詞,一般,*,*,*,*,油子,*,*
油蝙蝠,1285,1285,0,名詞,一般,*,*,*,*,油蝙蝠,*,*
油鮫,1285,1285,0,名詞,一般,*,*,*,*,油鮫,*,*
油蝉,1285,1285,0,名詞,一般,*,*,*,*,油蝉,*,*
油角鮫,1285,1285,0,名詞,一般,*,*,*,*,油角鮫,*,*
油鮠,1285,1285,0,名詞,一般,*,*,*,*,油鮠,*,*
油坊主,1285,1285,0,名詞,一般,*,*,*,*,油坊主,*,*
油虫,1285,1285,0,名詞,一般,*,*,*,*,油虫,*,*
油女,1285,1285,0,名詞,一般,*,*,*,*,油女,*,*
信天翁,1285,1285,0,名詞,一般,*,*,*,*,信天翁,*,*
アホロートル,1285,1285,0,名詞,一般,*,*,*,*,アホロートル,*,*
甘海老,1285,1285,0,名詞,一般,*,*,*,*,甘海老,*,*
蜑小舟貝,1285,1285,0,名詞,一般,*,*,*,*,蜑小舟貝,*,*
蜑貝,1285,1285,0,名詞,一般,*,*,*,*,蜑貝,*,*
雨蛙,1285,1285,0,名詞,一般,*,*,*,*,雨蛙,*,*
雨傘蛇,1285,1285,0,名詞,一般,*,*,*,*,雨傘蛇,*,*
雨黒燕,1285,1285,0,名詞,一般,*,*,*,*,雨黒燕,*,*
甘子,1285,1285,0,名詞,一般,*,*,*,*,甘子,*,*
尼鷺,1285,1285,0,名詞,一般,*,*,*,*,尼鷺,*,*
甘鯛,1285,1285,0,名詞,一般,*,*,*,*,甘鯛,*,*
雨燕,1285,1285,0,名詞,一般,*,*,*,*,雨燕,*,*
雨彦,1285,1285,0,名詞,一般,*,*,*,*,雨彦,*,*
奄美の黒兎,1285,1285,0,名詞,一般,*,*,*,*,奄美の黒兎,*,*
醤蝦,1285,1285,0,名詞,一般,*,*,*,*,醤蝦,*,*
網目蜻蛉,1285,1285,0,名詞,一般,*,*,*,*,網目蜻蛉,*,*
アミーバ,1285,1285,0,名詞,一般,*,*,*,*,アミーバ,*,*
アムール虎,1285,1285,0,名詞,一般,*,*,*,*,アムール虎,*,*
あめ,1285,1285,0,名詞,一般,*,*,*,*,あめ,*,*
アメショー,1285,1285,0,名詞,一般,*,*,*,*,アメショー,*,*
あめのうお,1285,1285,0,名詞,一般,*,*,*,*,あめのうお,*,*
飴蜂,1285,1285,0,名詞,一般,*,*,*,*,飴蜂,*,*
雨虎,1285,1285,0,名詞,一般,*,*,*,*,雨虎,*,*
雨鱒,1285,1285,0,名詞,一般,*,*,*,*,雨鱒,*,*
アメリカざりがに,1285,1285,0,名詞,一般,*,*,*,*,アメリカざりがに,*,*
アメリカ白灯蛾,1285,1285,0,名詞,一般,*,*,*,*,アメリカ白灯蛾,*,*
アメリカ駝鳥,1285,1285,0,名詞,一般,*,*,*,*,アメリカ駝鳥,*,*
アメリカンショートヘア,1285,1285,0,名詞,一般,*,*,*,*,アメリカンショートヘア,*,*
アメリカンピットブルテリア,1285,1285,0,名詞,一般,*,*,*,*,アメリカンピットブルテリア,*,*
アメリカンワイヤヘア,1285,1285,0,名詞,一般,*,*,*,*,アメリカンワイヤヘア,*,*
水黽,1285,1285,0,名詞,一般,*,*,*,*,水黽,*,*
アメーバ,1285,1285,0,名詞,一般,*,*,*,*,アメーバ,*,*
鮎,1285,1285,0,名詞,一般,*,*,*,*,鮎,*,*
鮎擬,1285,1285,0,名詞,一般,*,*,*,*,鮎擬,*,*
あよお,1285,1285,0,名詞,一般,*,*,*,*,あよお,*,*
あら,1285,1285,0,名詞,一般,*,*,*,*,あら,*,*
洗熊,1285,1285,0,名詞,一般,*,*,*,*,洗熊,*,*
アラビア馬,1285,1285,0,名詞,一般,*,*,*,*,アラビア馬,*,*
アラブ,1285,1285,0,名詞,一般,*,*,*,*,アラブ,*,*
蟻,1285,1285,0,名詞,一般,*,*,*,*,蟻,*,*
蟻食,1285,1285,0,名詞,一般,*,*,*,*,蟻食,*,*
蟻蜘蛛,1285,1285,0,名詞,一般,*,*,*,*,蟻蜘蛛,*,*
アリゲーター,1285,1285,0,名詞,一般,*,*,*,*,アリゲーター,*,*
アリゲーターガー,1285,1285,0,名詞,一般,*,*,*,*,アリゲーターガー,*,*
蟻地獄,1285,1285,0,名詞,一般,*,*,*,*,蟻地獄,*,*
蟻吸,1285,1285,0,名詞,一般,*,*,*,*,蟻吸,*,*
蟻塚虫,1285,1285,0,名詞,一般,*,*,*,*,蟻塚虫,*,*
蟻巻,1285,1285,0,名詞,一般,*,*,*,*,蟻巻,*,*
擬蟻,1285,1285,0,名詞,一般,*,*,*,*,擬蟻,*,*
蟻んこ,1285,1285,0,名詞,一般,*,*,*,*,蟻んこ,*,*
アルガリ,1285,1285,0,名詞,一般,*,*,*,*,アルガリ,*,*
アルパカ,1285,1285,0,名詞,一般,*,*,*,*,アルパカ,*,*
アルマジロ,1285,1285,0,名詞,一般,*,*,*,*,アルマジロ,*,*
アレンガラゴ,1285,1285,0,名詞,一般,*,*,*,*,アレンガラゴ,*,*
アロツナス,1285,1285,0,名詞,一般,*,*,*,*,アロツナス,*,*
アロワナ,1285,1285,0,名詞,一般,*,*,*,*,アロワナ,*,*
鮑,1285,1285,0,名詞,一般,*,*,*,*,鮑,*,*
泡吹虫,1285,1285,0,名詞,一般,*,*,*,*,泡吹虫,*,*
泡舟貝,1285,1285,0,名詞,一般,*,*,*,*,泡舟貝,*,*
アングロアラブ,1285,1285,0,名詞,一般,*,*,*,*,アングロアラブ,*,*
鮟鱇,1285,1285,0,名詞,一般,*,*,*,*,鮟鱇,*,*
アンゴラ兎,1285,1285,0,名詞,一般,*,*,*,*,アンゴラ兎,*,*
アンゴラ山羊,1285,1285,0,名詞,一般,*,*,*,*,アンゴラ山羊,*,*
アンテロープ,1285,1285,0,名詞,一般,*,*,*,*,アンテロープ,*,*
アント,1285,1285,0,名詞,一般,*,*,*,*,アント,*,*
行灯水母,1285,1285,0,名詞,一般,*,*,*,*,行灯水母,*,*
アンヒューマ,1285,1285,0,名詞,一般,*,*,*,*,アンヒューマ,*,*
アンボイナ貝,1285,1285,0,名詞,一般,*,*,*,*,アンボイナ貝,*,*
アーミン,1285,1285,0,名詞,一般,*,*,*,*,アーミン,*,*
アールエッチ,1285,1285,0,名詞,一般,*,*,*,*,アールエッチ,*,*
猪,1285,1285,0,名詞,一般,*,*,*,*,猪,*,*
いいぎり,1285,1285,0,名詞,一般,*,*,*,*,いいぎり,*,*
いいずな,1285,1285,0,名詞,一般,*,*,*,*,いいずな,*,*
飯蛸,1285,1285,0,名詞,一般,*,*,*,*,飯蛸,*,*
家蚊,1285,1285,0,名詞,一般,*,*,*,*,家蚊,*,*
家蝙蝠,1285,1285,0,名詞,一般,*,*,*,*,家蝙蝠,*,*
家雀,1285,1285,0,名詞,一般,*,*,*,*,家雀,*,*
いえだに,1285,1285,0,名詞,一般,*,*,*,*,いえだに,*,*
家鼠,1285,1285,0,名詞,一般,*,*,*,*,家鼠,*,*
家蠅,1285,1285,0,名詞,一般,*,*,*,*,家蠅,*,*
家鳩,1285,1285,0,名詞,一般,*,*,*,*,家鳩,*,*
烏賊,1285,1285,0,名詞,一般,*,*,*,*,烏賊,*,*
玉筋魚,1285,1285,0,名詞,一般,*,*,*,*,玉筋魚,*,*
錨虫,1285,1285,0,名詞,一般,*,*,*,*,錨虫,*,*
斑鳩,1285,1285,0,名詞,一般,*,*,*,*,斑鳩,*,*
斑鳩,1285,1285,0,名詞,一般,*,*,*,*,斑鳩,*,*
鵤千鳥,1285,1285,0,名詞,一般,*,*,*,*,鵤千鳥,*,*
衣蛾,1285,1285,0,名詞,一般,*,*,*,*,衣蛾,*,*
貽貝,1285,1285,0,名詞,一般,*,*,*,*,貽貝,*,*
伊賀専女,1285,1285,0,名詞,一般,*,*,*,*,伊賀専女,*,*
イグアナ,1285,1285,0,名詞,一般,*,*,*,*,イグアナ,*,*
池蝶貝,1285,1285,0,名詞,一般,*,*,*,*,池蝶貝,*,*
伊佐木,1285,1285,0,名詞,一般,*,*,*,*,伊佐木,*,*
沙虫,1285,1285,0,名詞,一般,*,*,*,*,沙虫,*,*
いさざ,1285,1285,0,名詞,一般,*,*,*,*,いさざ,*,*
鯨,1285,1285,0,名詞,一般,*,*,*,*,鯨,*,*
躄魚,1285,1285,0,名詞,一般,*,*,*,*,躄魚,*,*
石垣鯛,1285,1285,0,名詞,一般,*,*,*,*,石垣鯛,*,*
石崖蝶,1285,1285,0,名詞,一般,*,*,*,*,石崖蝶,*,*
石蟹,1285,1285,0,名詞,一般,*,*,*,*,石蟹,*,*
石亀,1285,1285,0,名詞,一般,*,*,*,*,石亀,*,*
石鰈,1285,1285,0,名詞,一般,*,*,*,*,石鰈,*,*
石珊瑚,1285,1285,0,名詞,一般,*,*,*,*,石珊瑚,*,*
石叩き,1285,1285,0,名詞,一般,*,*,*,*,石叩き,*,*
石鯛,1285,1285,0,名詞,一般,*,*,*,*,石鯛,*,*
石畳貝,1285,1285,0,名詞,一般,*,*,*,*,石畳貝,*,*
石投,1285,1285,0,名詞,一般,*,*,*,*,石投,*,*
石伏,1285,1285,0,名詞,一般,*,*,*,*,石伏,*,*
石牡丹,1285,1285,0,名詞,一般,*,*,*,*,石牡丹,*,*
石馬刀貝,1285,1285,0,名詞,一般,*,*,*,*,石馬刀貝,*,*
石持,1285,1285,0,名詞,一般,*,*,*,*,石持,*,*
石割,1285,1285,0,名詞,一般,*,*,*,*,石割,*,*
交喙,1285,1285,0,名詞,一般,*,*,*,*,交喙,*,*
伊勢海老,1285,1285,0,名詞,一般,*,*,*,*,伊勢海老,*,*
伊勢鯉,1285,1285,0,名詞,一般,*,*,*,*,伊勢鯉,*,*
磯粟餅,1285,1285,0,名詞,一般,*,*,*,*,磯粟餅,*,*
居候蜘蛛,1285,1285,0,名詞,一般,*,*,*,*,居候蜘蛛,*,*
磯海綿,1285,1285,0,名詞,一般,*,*,*,*,磯海綿,*,*
磯貝,1285,1285,0,名詞,一般,*,*,*,*,磯貝,*,*
磯蟹,1285,1285,0,名詞,一般,*,*,*,*,磯蟹,*,*
磯巾着,1285,1285,0,名詞,一般,*,*,*,*,磯巾着,*,*
磯鷸,1285,1285,0,名詞,一般,*,*,*,*,磯鷸,*,*
磯蜆,1285,1285,0,名詞,一般,*,*,*,*,磯蜆,*,*
磯蜷,1285,1285,0,名詞,一般,*,*,*,*,磯蜷,*,*
磯花,1285,1285,0,名詞,一般,*,*,*,*,磯花,*,*
磯鵯,1285,1285,0,名詞,一般,*,*,*,*,磯鵯,*,*
磯蚯蚓,1285,1285,0,名詞,一般,*,*,*,*,磯蚯蚓,*,*
悪戯者,1285,1285,0,名詞,一般,*,*,*,*,悪戯者,*,*
板鮮腹,1285,1285,0,名詞,一般,*,*,*,*,板鮮腹,*,*
鼬,1285,1285,0,名詞,一般,*,*,*,*,鼬,*,*
鼬魚,1285,1285,0,名詞,一般,*,*,*,*,鼬魚,*,*
鼬鮫,1285,1285,0,名詞,一般,*,*,*,*,鼬鮫,*,*
板甫牡蠣,1285,1285,0,名詞,一般,*,*,*,*,板甫牡蠣,*,*
板屋貝,1285,1285,0,名詞,一般,*,*,*,*,板屋貝,*,*
いちもんじせせり,1285,1285,0,名詞,一般,*,*,*,*,いちもんじせせり,*,*
一文字蝶,1285,1285,0,名詞,一般,*,*,*,*,一文字蝶,*,*
銀杏蟹,1285,1285,0,名詞,一般,*,*,*,*,銀杏蟹,*,*
一角,1285,1285,0,名詞,一般,*,*,*,*,一角,*,*
一角犀,1285,1285,0,名詞,一般,*,*,*,*,一角犀,*,*
一角獣,1285,1285,0,名詞,一般,*,*,*,*,一角獣,*,*
一点大螟蛾,1285,1285,0,名詞,一般,*,*,*,*,一点大螟蛾,*,*
一等鯛,1285,1285,0,名詞,一般,*,*,*,*,一等鯛,*,*
伊富魚,1285,1285,0,名詞,一般,*,*,*,*,伊富魚,*,*
糸魚,1285,1285,0,名詞,一般,*,*,*,*,糸魚,*,*
糸掛貝,1285,1285,0,名詞,一般,*,*,*,*,糸掛貝,*,*
糸繰り,1285,1285,0,名詞,一般,*,*,*,*,糸繰り,*,*
糸蜻蛉,1285,1285,0,名詞,一般,*,*,*,*,糸蜻蛉,*,*
いとど,1285,1285,0,名詞,一般,*,*,*,*,いとど,*,*
糸引鰺,1285,1285,0,名詞,一般,*,*,*,*,糸引鰺,*,*
いとまきえい,1285,1285,0,名詞,一般,*,*,*,*,いとまきえい,*,*
糸巻海星,1285,1285,0,名詞,一般,*,*,*,*,糸巻海星,*,*
糸巻法螺,1285,1285,0,名詞,一般,*,*,*,*,糸巻法螺,*,*
糸蚯蚓,1285,1285,0,名詞,一般,*,*,*,*,糸蚯蚓,*,*
糸目,1285,1285,0,名詞,一般,*,*,*,*,糸目,*,*
糸魚,1285,1285,0,名詞,一般,*,*,*,*,糸魚,*,*
糸縒鯛,1285,1285,0,名詞,一般,*,*,*,*,糸縒鯛,*,*
鯔,1285,1285,0,名詞,一般,*,*,*,*,鯔,*,*
稲子,1285,1285,0,名詞,一般,*,*,*,*,稲子,*,*
稲子麿,1285,1285,0,名詞,一般,*,*,*,*,稲子麿,*,*
稲妻横這,1285,1285,0,名詞,一般,*,*,*,*,稲妻横這,*,*
いなだ,1285,1285,0,名詞,一般,*,*,*,*,いなだ,*,*
稲虫,1285,1285,0,名詞,一般,*,*,*,*,稲虫,*,*
稲荷,1285,1285,0,名詞,一般,*,*,*,*,稲荷,*,*
犬,1285,1285,0,名詞,一般,*,*,*,*,犬,*,*
犬蚤,1285,1285,0,名詞,一般,*,*,*,*,犬蚤,*,*
犬鷲,1285,1285,0,名詞,一般,*,*,*,*,犬鷲,*,*
稲亀虫,1285,1285,0,名詞,一般,*,*,*,*,稲亀虫,*,*
稲象虫,1285,1285,0,名詞,一般,*,*,*,*,稲象虫,*,*
